ID,Marca,Modelo,Categoria,Precio,Cantidad,Tienda
2378,Apple,MacBook Pro 14,DiseÃ±o,7900.00,17,San Isidro
2379,Lenovo,IdeaPad 3,DiseÃ±o,2900.00,40,Lima Sur
2380,MSI,Modern 14,EducaciÃ³n,11000.00,39,San Isidro
2381,HP,Envy 13,DiseÃ±o,13600.00,31,Los Olivos
2382,Acer,Nitro 5,Home,9900.00,46,Los Olivos
2383,Lenovo,ThinkPad E14,EducaciÃ³n,5400.00,8,San Borja
2384,Asus,VivoBook 15,DiseÃ±o,8300.00,14,San Isidro
2385,Acer,Swift 3,Empresarial,8000.00,10,Lima Este
2386,Asus,TUF F15,Oficina,10300.00,28,Miraflores
2387,Dell,Latitude 5420,DiseÃ±o,2200.00,46,San Borja
2388,MSI,Katana GF66,DiseÃ±o,12400.00,37,Lima Centro
2389,HP,EliteBook 840,DiseÃ±o,12100.00,2,San Isidro
2390,Asus,ZenBook 14,Empresarial,9100.00,40,La Molina
2391,MSI,GF63,Gamer,14700.00,34,San Isidro
2392,Asus,ZenBook 14,Home,14300.00,5,Lima Centro
2393,Acer,Nitro 5,Oficina,3100.00,6,Surco
2394,Acer,Aspire 5,EducaciÃ³n,6100.00,18,Lima Sur
2395,HP,EliteBook 840,DiseÃ±o,14500.00,47,Surco
2396,Acer,Predator Helios 300,Oficina,2200.00,32,San Isidro
2397,HP,EliteBook 840,DiseÃ±o,4500.00,20,Lima Norte
2398,Acer,Nitro 5,DiseÃ±o,8000.00,6,Miraflores
2399,MSI,GF63,EducaciÃ³n,3000.00,38,Lima Sur
2400,Dell,Latitude 5420,Home,6200.00,26,San Isidro
2401,Acer,Swift 3,Empresarial,10200.00,6,Lima Este
2402,HP,Victus 16,Empresarial,14200.00,15,Lima Sur
2403,Acer,Nitro 5,Oficina,12500.00,20,La Molina
2404,Dell,G15,DiseÃ±o,2000.00,24,Lima Norte
2405,MSI,Katana GF66,Gamer,3200.00,6,Lima Norte
2406,HP,Pavilion 15,Home,5000.00,34,Lima Sur
2407,Asus,ROG Strix G15,Empresarial,2200.00,4,San Isidro
2408,Dell,Latitude 5420,Oficina,8600.00,50,Miraflores
2409,Asus,VivoBook 15,DiseÃ±o,10900.00,4,Surco
2410,Asus,ROG Strix G15,Empresarial,8200.00,33,Lima Sur
2411,Asus,TUF F15,Oficina,7500.00,30,Los Olivos
2412,HP,Envy 13,EducaciÃ³n,7500.00,5,Lima Norte
2413,Acer,Predator Helios 300,Gamer,13600.00,41,San Borja
2414,Asus,ROG Strix G15,Empresarial,12400.00,35,Miraflores
2415,MSI,GF63,DiseÃ±o,3200.00,11,Lima Este
2416,Asus,VivoBook 15,Empresarial,11000.00,44,Lima Centro
2417,Apple,MacBook Pro 14,Home,3500.00,12,Surco
2418,Dell,XPS 13,EducaciÃ³n,13700.00,32,La Molina
2419,Asus,ZenBook 14,Home,4500.00,20,Lima Sur
2420,MSI,Katana GF66,Empresarial,9400.00,14,Los Olivos
2421,HP,Pavilion 15,Empresarial,2600.00,31,San Isidro
2422,HP,Envy 13,Oficina,8400.00,44,Miraflores
2423,Apple,MacBook Air M1,Empresarial,7700.00,22,San Borja
2424,Dell,Inspiron 15,Oficina,8800.00,37,San Isidro
2425,Lenovo,ThinkPad E14,DiseÃ±o,3100.00,42,Lima Centro
2426,MSI,Modern 14,Gamer,8400.00,42,Lima Sur
2427,Lenovo,IdeaPad 3,Empresarial,5400.00,26,Miraflores
2428,MSI,GF63,Oficina,14000.00,29,Los Olivos
2429,HP,Victus 16,Home,9600.00,18,Los Olivos
2430,Acer,Nitro 5,DiseÃ±o,3300.00,9,Lima Norte
2431,MSI,Katana GF66,Oficina,5500.00,18,La Molina
2432,Lenovo,Legion 5,EducaciÃ³n,2500.00,12,Los Olivos
2433,MSI,GF63,EducaciÃ³n,3500.00,41,Lima Este
2434,Acer,Swift 3,Gamer,11400.00,33,Lima Centro
2435,Acer,Swift 3,Home,9500.00,35,Los Olivos
2436,Dell,G15,Empresarial,9700.00,50,Miraflores
2437,Dell,XPS 13,EducaciÃ³n,10000.00,1,San Isidro
2438,Asus,ZenBook 14,Home,14400.00,36,Miraflores
2439,Dell,Latitude 5420,Oficina,10000.00,44,Miraflores
2440,Acer,Aspire 5,Oficina,8500.00,40,Lima Centro
2441,Asus,VivoBook 15,Oficina,2400.00,44,Lima Este
2442,Lenovo,ThinkPad E14,EducaciÃ³n,14600.00,39,Lima Sur
2443,HP,EliteBook 840,EducaciÃ³n,2100.00,1,Los Olivos
2444,Lenovo,IdeaPad 3,Oficina,14300.00,34,La Molina
2445,HP,Victus 16,EducaciÃ³n,14600.00,27,San Isidro
2446,MSI,Modern 14,DiseÃ±o,2400.00,30,San Borja
2447,Lenovo,ThinkPad E14,Empresarial,10100.00,9,Lima Norte
2448,Asus,ZenBook 14,Oficina,10300.00,36,Lima Norte
2449,HP,EliteBook 840,EducaciÃ³n,10200.00,16,Lima Este
2450,Acer,Aspire 5,Empresarial,3900.00,1,Lima Centro
2451,Apple,MacBook Pro 14,Gamer,10900.00,47,Surco
2452,MSI,Katana GF66,Empresarial,12100.00,10,Lima Norte
2453,Dell,Inspiron 15,Home,14700.00,2,Los Olivos
2454,MSI,Katana GF66,DiseÃ±o,2400.00,42,Miraflores
2455,Dell,Inspiron 15,DiseÃ±o,6800.00,8,La Molina
2456,Asus,ROG Strix G15,Oficina,5800.00,7,Miraflores
2457,Acer,Nitro 5,Home,5700.00,37,Los Olivos
2458,Acer,Swift 3,Oficina,4900.00,16,San Isidro
2459,Dell,Latitude 5420,Gamer,8000.00,10,Lima Centro
2460,Dell,XPS 13,Gamer,10500.00,34,Surco
2461,Lenovo,Legion 5,Empresarial,9600.00,10,Los Olivos
2462,Asus,TUF F15,Gamer,10000.00,31,Lima Norte
2463,MSI,GF63,Gamer,7000.00,16,Miraflores
2464,MSI,Modern 14,Gamer,2100.00,11,San Borja
2465,Dell,Inspiron 15,Empresarial,3200.00,12,Lima Este
2466,Acer,Swift 3,Home,14000.00,9,San Borja
2467,MSI,Modern 14,Empresarial,8900.00,14,Lima Sur
2468,Asus,TUF F15,DiseÃ±o,9900.00,14,San Isidro
2469,Acer,Aspire 5,Empresarial,4300.00,32,Los Olivos
2470,MSI,Katana GF66,Home,7500.00,23,La Molina
2471,MSI,Modern 14,DiseÃ±o,9400.00,1,San Borja
2472,MSI,Modern 14,DiseÃ±o,9500.00,7,Los Olivos
2473,MSI,Modern 14,Home,9800.00,16,Lima Sur
2474,Lenovo,Legion 5,EducaciÃ³n,13300.00,38,Lima Centro
2475,Lenovo,ThinkPad E14,DiseÃ±o,12100.00,26,Lima Sur
2476,Asus,ROG Strix G15,EducaciÃ³n,10800.00,23,Lima Norte
2477,Lenovo,Yoga Slim 7,Oficina,9200.00,10,Lima Este
2478,Apple,MacBook Air M2,DiseÃ±o,4500.00,48,San Isidro
2479,MSI,Katana GF66,Gamer,3800.00,7,Miraflores
2480,Apple,MacBook Air M2,Gamer,11900.00,42,Lima Sur
2481,MSI,Modern 14,EducaciÃ³n,9500.00,45,Lima Sur
2482,Asus,TUF F15,Gamer,14200.00,40,Lima Centro
2483,Lenovo,Yoga Slim 7,Empresarial,2100.00,48,Surco
2484,Dell,G15,DiseÃ±o,5200.00,31,Los Olivos
2485,Acer,Nitro 5,Empresarial,7400.00,5,La Molina
2486,Dell,Inspiron 15,Home,9800.00,17,Miraflores
2487,Asus,TUF F15,Empresarial,8400.00,34,Lima Norte
2488,Dell,Latitude 5420,EducaciÃ³n,11700.00,48,Miraflores
2489,HP,Victus 16,Home,8900.00,33,San Isidro
2490,Apple,MacBook Air M1,Oficina,8100.00,16,Miraflores
2491,Lenovo,IdeaPad 3,Oficina,3800.00,46,San Isidro
2492,Apple,MacBook Air M2,Gamer,11200.00,6,Miraflores
2493,Acer,Aspire 5,Oficina,7700.00,26,Surco
2494,Asus,VivoBook 15,EducaciÃ³n,6500.00,32,San Isidro
2495,Lenovo,Legion 5,Oficina,6200.00,48,Miraflores
2496,Dell,G15,Empresarial,9000.00,16,La Molina
2497,Acer,Aspire 5,DiseÃ±o,6500.00,50,Lima Centro
2498,MSI,GF63,Gamer,5000.00,43,Lima Norte
2499,HP,EliteBook 840,DiseÃ±o,3800.00,14,Lima Centro
2500,HP,Envy 13,Home,8200.00,17,Lima Norte
2501,HP,EliteBook 840,Empresarial,13300.00,40,Los Olivos
2502,MSI,Katana GF66,Home,8700.00,19,Lima Este
2503,HP,Envy 13,Oficina,6300.00,46,San Borja
2504,Acer,Predator Helios 300,Gamer,8100.00,49,Lima Centro
2505,Acer,Aspire 5,EducaciÃ³n,5500.00,35,Lima Norte
2506,Dell,XPS 13,EducaciÃ³n,13200.00,6,Miraflores
2507,HP,EliteBook 840,Oficina,4700.00,41,Miraflores
2508,Dell,XPS 13,DiseÃ±o,7100.00,37,Los Olivos
2509,Apple,MacBook Air M2,Home,3900.00,44,Lima Centro
2510,Dell,Inspiron 15,EducaciÃ³n,8200.00,15,Lima Sur
2511,Acer,Predator Helios 300,DiseÃ±o,4000.00,7,Lima Sur
2512,Acer,Nitro 5,Gamer,2300.00,50,San Borja
2513,Acer,Predator Helios 300,Empresarial,7900.00,19,Lima Norte
2514,MSI,Katana GF66,EducaciÃ³n,11700.00,43,Los Olivos
2515,HP,EliteBook 840,DiseÃ±o,12400.00,1,La Molina
2516,Dell,Latitude 5420,DiseÃ±o,3000.00,2,Miraflores
2517,MSI,Katana GF66,Gamer,5400.00,28,Miraflores
2518,HP,Victus 16,EducaciÃ³n,10100.00,45,San Isidro
2519,Apple,MacBook Air M1,Oficina,5200.00,36,Lima Centro
2520,Asus,TUF F15,Oficina,12900.00,50,Los Olivos
2521,Lenovo,Legion 5,Gamer,11300.00,35,San Borja
2522,MSI,GF63,Home,6700.00,44,Lima Este
2523,Acer,Swift 3,Empresarial,12600.00,27,Lima Este
2524,Dell,G15,Oficina,12400.00,47,Lima Centro
2525,Apple,MacBook Air M2,Empresarial,9900.00,39,San Isidro
2526,HP,Envy 13,Empresarial,6600.00,32,San Isidro
2527,Dell,Latitude 5420,Home,12500.00,23,Lima Norte
2528,HP,Victus 16,DiseÃ±o,11200.00,25,Surco
2529,Asus,TUF F15,Gamer,12000.00,39,Los Olivos
2530,Dell,G15,EducaciÃ³n,7800.00,30,Lima Este
2531,Asus,TUF F15,Home,10900.00,16,San Borja
2532,Asus,VivoBook 15,Gamer,8600.00,38,San Borja
2533,Asus,VivoBook 15,EducaciÃ³n,2400.00,10,Lima Centro
2534,Dell,XPS 13,Oficina,11100.00,16,Los Olivos
2535,Asus,ROG Strix G15,Oficina,13700.00,1,San Borja
2536,Apple,MacBook Air M2,Empresarial,10900.00,31,Los Olivos
2537,HP,Pavilion 15,Empresarial,13900.00,48,Miraflores
2538,Asus,VivoBook 15,DiseÃ±o,13300.00,44,Lima Norte
2539,Asus,ZenBook 14,Empresarial,11300.00,10,Lima Centro
2540,Lenovo,Legion 5,EducaciÃ³n,13000.00,35,Miraflores
2541,Dell,XPS 13,DiseÃ±o,14600.00,11,Lima Sur
2542,Asus,TUF F15,DiseÃ±o,14600.00,20,Miraflores
2543,MSI,Katana GF66,Gamer,6900.00,43,San Isidro
2544,Dell,G15,Gamer,9800.00,21,Miraflores
2545,Dell,Inspiron 15,Gamer,11800.00,48,La Molina
2546,Apple,MacBook Air M1,Gamer,13600.00,26,Los Olivos
2547,Asus,ROG Strix G15,EducaciÃ³n,15000.00,19,Lima Sur
2548,HP,Envy 13,Gamer,2100.00,47,Lima Sur
2549,Asus,ROG Strix G15,DiseÃ±o,7300.00,3,San Borja
2550,Dell,G15,Empresarial,2400.00,46,Surco
2551,Acer,Nitro 5,Gamer,2300.00,6,Lima Centro
2552,Acer,Aspire 5,Empresarial,5900.00,20,Lima Norte
2553,HP,EliteBook 840,Gamer,2800.00,6,San Isidro
2554,Dell,G15,Oficina,2900.00,36,La Molina
2555,MSI,Katana GF66,Empresarial,13700.00,10,Los Olivos
2556,Lenovo,Legion 5,Oficina,10300.00,17,Miraflores
2557,Acer,Swift 3,Gamer,6800.00,27,Lima Norte
2558,Lenovo,Legion 5,Home,10500.00,50,La Molina
2559,HP,Pavilion 15,Gamer,2300.00,36,Los Olivos
2560,Apple,MacBook Air M2,Oficina,3600.00,36,Lima Norte
2561,Acer,Predator Helios 300,EducaciÃ³n,6000.00,12,Lima Centro
2562,Apple,MacBook Air M1,EducaciÃ³n,6600.00,14,Los Olivos
2563,Apple,MacBook Air M2,DiseÃ±o,10800.00,36,San Isidro
2564,Acer,Nitro 5,Oficina,13200.00,27,Los Olivos
2565,Lenovo,IdeaPad 3,Oficina,12800.00,5,San Isidro
2566,HP,Victus 16,Empresarial,8500.00,50,Miraflores
2567,MSI,Katana GF66,Home,10800.00,14,Miraflores
2568,HP,Victus 16,EducaciÃ³n,2200.00,33,Lima Centro
2569,HP,EliteBook 840,EducaciÃ³n,12900.00,4,Los Olivos
2570,Acer,Predator Helios 300,DiseÃ±o,12700.00,36,Los Olivos
2571,HP,Envy 13,DiseÃ±o,12400.00,18,La Molina
2572,Asus,ROG Strix G15,DiseÃ±o,11800.00,40,Los Olivos
2573,Lenovo,IdeaPad 3,Home,12000.00,25,San Borja
2574,Apple,MacBook Air M1,Gamer,5700.00,31,Lima Sur
2575,Acer,Swift 3,Oficina,3500.00,24,Lima Sur
2576,Apple,MacBook Air M1,Oficina,14800.00,50,Lima Sur
2577,Lenovo,IdeaPad 3,Oficina,12200.00,36,Surco
2578,MSI,Katana GF66,Home,8800.00,22,La Molina
2579,Apple,MacBook Air M1,Home,14300.00,18,Lima Este
2580,Apple,MacBook Air M1,EducaciÃ³n,12400.00,11,Los Olivos
2581,Apple,MacBook Air M1,Gamer,14200.00,31,San Borja
2582,MSI,Katana GF66,Gamer,3200.00,15,Lima Sur
2583,MSI,Modern 14,Empresarial,7600.00,7,San Isidro
2584,MSI,Katana GF66,Gamer,3100.00,48,San Isidro
2585,Dell,Inspiron 15,Oficina,3500.00,34,Lima Norte
2586,Apple,MacBook Air M1,Empresarial,7800.00,8,Miraflores
2587,Apple,MacBook Air M2,Empresarial,6000.00,3,Lima Este
2588,HP,EliteBook 840,EducaciÃ³n,14600.00,29,Surco
2589,Lenovo,ThinkPad E14,Home,14200.00,36,La Molina
2590,Dell,Latitude 5420,EducaciÃ³n,13700.00,7,Los Olivos
2591,Asus,ZenBook 14,EducaciÃ³n,11700.00,31,Lima Sur
2592,MSI,Modern 14,Home,7300.00,23,San Isidro
2593,Lenovo,Yoga Slim 7,Gamer,11400.00,50,Surco
2594,Lenovo,ThinkPad E14,EducaciÃ³n,9200.00,41,Lima Este
2595,Dell,Inspiron 15,Oficina,4800.00,34,Lima Centro
2596,Asus,ROG Strix G15,DiseÃ±o,9400.00,38,Lima Norte
2597,MSI,Katana GF66,Home,9700.00,28,Los Olivos
2598,Lenovo,Legion 5,Oficina,8200.00,22,San Borja
2599,Dell,Latitude 5420,EducaciÃ³n,9300.00,11,Lima Norte
2600,Dell,XPS 13,DiseÃ±o,13200.00,5,Lima Este
2601,Lenovo,Yoga Slim 7,Gamer,12300.00,39,Lima Este
2602,Dell,G15,EducaciÃ³n,13600.00,44,San Isidro
2603,HP,EliteBook 840,Home,7300.00,43,Surco
2604,Apple,MacBook Pro 14,EducaciÃ³n,8600.00,7,San Borja
2605,HP,Pavilion 15,Oficina,8900.00,28,San Borja
2606,Asus,ZenBook 14,Gamer,5900.00,12,Lima Centro
2607,HP,EliteBook 840,Empresarial,4700.00,8,Surco
2608,Dell,Latitude 5420,Oficina,9100.00,45,Lima Norte
2609,Asus,ROG Strix G15,Oficina,3300.00,13,Lima Norte
2610,HP,Victus 16,Gamer,7000.00,28,Miraflores
2611,HP,Pavilion 15,Oficina,8200.00,40,Lima Sur
2612,Dell,Inspiron 15,Home,13700.00,31,Lima Centro
2613,MSI,GF63,DiseÃ±o,12700.00,4,San Borja
2614,Apple,MacBook Air M2,Oficina,5700.00,34,Surco
2615,Apple,MacBook Air M1,DiseÃ±o,6700.00,34,Lima Este
2616,Lenovo,Legion 5,Oficina,9200.00,10,San Borja
2617,Lenovo,Legion 5,Empresarial,9000.00,24,Lima Sur
2618,Asus,ROG Strix G15,EducaciÃ³n,5700.00,38,Surco
2619,Acer,Aspire 5,Empresarial,6300.00,2,Los Olivos
2620,Apple,MacBook Air M2,Oficina,13400.00,24,San Isidro
2621,Acer,Swift 3,Home,12500.00,47,Lima Centro
2622,Dell,G15,Empresarial,12300.00,9,Los Olivos
2623,Asus,VivoBook 15,DiseÃ±o,9000.00,23,Lima Centro
2624,MSI,Modern 14,EducaciÃ³n,10600.00,46,Lima Centro
2625,Asus,VivoBook 15,Oficina,12100.00,8,Miraflores
2626,Acer,Aspire 5,EducaciÃ³n,5300.00,18,La Molina
2627,Lenovo,Yoga Slim 7,Oficina,5600.00,35,Lima Norte
2628,Acer,Swift 3,Gamer,5200.00,4,Los Olivos
2629,Apple,MacBook Air M2,Gamer,10400.00,23,Miraflores
2630,Acer,Nitro 5,Oficina,8400.00,25,Lima Centro
2631,MSI,Katana GF66,Oficina,11200.00,36,Lima Sur
2632,Dell,Inspiron 15,DiseÃ±o,3100.00,44,Los Olivos
2633,HP,Pavilion 15,DiseÃ±o,5300.00,20,Lima Este
2634,Asus,VivoBook 15,DiseÃ±o,3600.00,24,San Borja
2635,HP,Victus 16,EducaciÃ³n,4800.00,45,Surco
2636,Apple,MacBook Pro 14,Empresarial,2900.00,17,Lima Sur
2637,Dell,XPS 13,Home,9600.00,30,San Isidro
2638,Asus,ROG Strix G15,DiseÃ±o,7200.00,12,Lima Centro
2639,Acer,Predator Helios 300,Empresarial,13800.00,49,Lima Sur
2640,Dell,Inspiron 15,DiseÃ±o,6600.00,37,Miraflores
2641,MSI,GF63,Home,7400.00,10,San Isidro
2642,MSI,Modern 14,Oficina,9900.00,15,Miraflores
2643,MSI,Katana GF66,Gamer,4100.00,45,Lima Centro
2644,Dell,XPS 13,DiseÃ±o,6600.00,5,Lima Norte
2645,Asus,VivoBook 15,Oficina,9100.00,33,Miraflores
2646,HP,Pavilion 15,Oficina,11500.00,32,Lima Sur
2647,Dell,Inspiron 15,Empresarial,8600.00,30,Lima Norte
2648,Dell,Inspiron 15,Gamer,5300.00,21,La Molina
2649,Acer,Predator Helios 300,EducaciÃ³n,15000.00,9,Surco
2650,Acer,Predator Helios 300,DiseÃ±o,9900.00,13,Surco
2651,MSI,Katana GF66,Oficina,12200.00,23,Lima Centro
2652,Dell,G15,Empresarial,12800.00,33,La Molina
2653,MSI,Modern 14,EducaciÃ³n,13200.00,22,Surco
2654,Asus,VivoBook 15,Home,14800.00,20,La Molina
2655,Dell,Latitude 5420,Oficina,10700.00,33,San Borja
2656,Dell,XPS 13,Gamer,9700.00,48,San Isidro
2657,Acer,Swift 3,Empresarial,6500.00,38,Lima Norte
2658,MSI,GF63,DiseÃ±o,5300.00,47,San Borja
2659,MSI,Katana GF66,DiseÃ±o,13400.00,26,San Borja
2660,HP,Envy 13,DiseÃ±o,2400.00,11,Lima Este
2661,Acer,Aspire 5,DiseÃ±o,2200.00,34,San Isidro
2662,Dell,Inspiron 15,Gamer,13700.00,6,Lima Norte
2663,Apple,MacBook Air M2,Home,10400.00,6,Miraflores
2664,Lenovo,Legion 5,Home,2800.00,14,Los Olivos
2665,Dell,XPS 13,Gamer,14800.00,23,Lima Este
2666,Dell,G15,Home,10000.00,45,Miraflores
2667,Acer,Swift 3,Oficina,11100.00,33,San Isidro
2668,Acer,Swift 3,Empresarial,11200.00,19,Lima Norte
2669,Asus,ROG Strix G15,Gamer,6400.00,23,San Borja
2670,Acer,Aspire 5,Gamer,9600.00,15,Los Olivos
2671,Asus,ZenBook 14,Oficina,9100.00,8,Lima Norte
2672,Acer,Swift 3,DiseÃ±o,8200.00,11,Miraflores
2673,HP,EliteBook 840,Oficina,5400.00,31,San Isidro
2674,Acer,Swift 3,Empresarial,8900.00,7,San Isidro
2675,HP,Victus 16,DiseÃ±o,12100.00,38,Lima Sur
2676,Lenovo,IdeaPad 3,Empresarial,9900.00,32,Lima Centro
2677,Dell,G15,Oficina,11400.00,12,Lima Norte
2678,MSI,GF63,Empresarial,10400.00,5,Lima Sur
2679,Lenovo,IdeaPad 3,EducaciÃ³n,8200.00,38,Lima Norte
2680,HP,Pavilion 15,EducaciÃ³n,5300.00,27,Lima Centro
2681,Apple,MacBook Pro 14,Home,9300.00,37,Surco
2682,HP,Pavilion 15,Oficina,14100.00,21,Lima Sur
2683,Acer,Predator Helios 300,EducaciÃ³n,11900.00,50,San Borja
2684,Apple,MacBook Air M2,Empresarial,13600.00,34,Los Olivos
2685,Acer,Swift 3,Home,9900.00,20,Lima Este
2686,Acer,Predator Helios 300,Oficina,14400.00,33,La Molina
2687,Dell,Inspiron 15,Oficina,9500.00,14,Lima Norte
2688,Dell,Inspiron 15,Empresarial,6900.00,9,Lima Este
2689,HP,Pavilion 15,Empresarial,9800.00,1,San Borja
2690,Lenovo,Legion 5,Oficina,14000.00,18,Los Olivos
2691,Lenovo,ThinkPad E14,Home,9500.00,24,Lima Centro
2692,Lenovo,IdeaPad 3,Gamer,13600.00,47,San Isidro
2693,Acer,Swift 3,Gamer,10700.00,32,San Isidro
2694,Dell,Latitude 5420,Home,6100.00,21,San Isidro
2695,Acer,Predator Helios 300,Gamer,14900.00,7,La Molina
2696,MSI,Katana GF66,DiseÃ±o,3300.00,9,Lima Sur
2697,HP,Victus 16,Empresarial,2600.00,5,Lima Sur
2698,Apple,MacBook Air M2,Home,2300.00,10,Lima Este
2699,Lenovo,Legion 5,Gamer,11000.00,6,Lima Centro
2700,MSI,GF63,EducaciÃ³n,10000.00,43,Lima Norte
2701,Lenovo,IdeaPad 3,Oficina,10800.00,34,Lima Norte
2702,Lenovo,IdeaPad 3,Gamer,7800.00,16,Lima Norte
2703,MSI,Modern 14,Home,7800.00,36,San Isidro
2704,Apple,MacBook Air M2,Empresarial,8900.00,24,La Molina
2705,Apple,MacBook Pro 14,EducaciÃ³n,7500.00,13,Lima Sur
2706,MSI,Katana GF66,Home,7300.00,10,San Borja
2707,Apple,MacBook Air M1,DiseÃ±o,8700.00,35,Lima Norte
2708,Lenovo,Legion 5,Oficina,11000.00,42,Lima Este
2709,Dell,Inspiron 15,Gamer,12400.00,27,San Isidro
2710,Asus,VivoBook 15,DiseÃ±o,5800.00,12,Los Olivos
2711,MSI,GF63,Gamer,11600.00,34,Los Olivos
2712,Dell,Inspiron 15,Home,12100.00,1,San Isidro
2713,Acer,Aspire 5,Gamer,2400.00,5,Surco
2714,HP,Pavilion 15,Oficina,2400.00,2,La Molina
2715,Lenovo,Yoga Slim 7,EducaciÃ³n,4600.00,10,Lima Centro
2716,Lenovo,IdeaPad 3,Empresarial,9100.00,39,Lima Norte
2717,Dell,G15,Empresarial,5100.00,40,Lima Norte
2718,Dell,Inspiron 15,Oficina,11600.00,9,Lima Centro
2719,Apple,MacBook Air M1,Oficina,13100.00,21,La Molina
2720,Acer,Aspire 5,Oficina,14200.00,48,La Molina
2721,Acer,Nitro 5,Home,9300.00,35,Lima Este
2722,Dell,G15,Home,3000.00,33,La Molina
2723,Asus,TUF F15,EducaciÃ³n,11200.00,31,Lima Norte
2724,HP,EliteBook 840,Empresarial,12000.00,47,La Molina
2725,HP,EliteBook 840,Home,3600.00,5,Surco
2726,Lenovo,ThinkPad E14,Empresarial,11000.00,45,Surco
2727,HP,Victus 16,Oficina,10100.00,2,Miraflores
2728,Lenovo,Yoga Slim 7,Home,13300.00,26,La Molina
2729,HP,Victus 16,EducaciÃ³n,13800.00,5,San Isidro
2730,Apple,MacBook Air M1,Gamer,7900.00,9,San Borja
2731,MSI,Katana GF66,Gamer,3500.00,13,San Isidro
2732,HP,Pavilion 15,Gamer,8600.00,41,Lima Centro
2733,Acer,Swift 3,Home,10900.00,39,Miraflores
2734,Apple,MacBook Air M1,EducaciÃ³n,13900.00,2,San Isidro
2735,HP,Envy 13,Empresarial,8700.00,3,Lima Este
2736,Dell,XPS 13,Gamer,9800.00,31,San Isidro
2737,HP,Pavilion 15,Oficina,4800.00,50,Lima Centro
2738,MSI,GF63,EducaciÃ³n,14300.00,23,La Molina
2739,Acer,Predator Helios 300,Home,2300.00,38,Lima Norte
2740,Asus,TUF F15,Oficina,10000.00,16,Lima Sur
2741,Lenovo,ThinkPad E14,EducaciÃ³n,13100.00,34,La Molina
2742,Dell,XPS 13,Oficina,6100.00,16,Miraflores
2743,Apple,MacBook Air M1,EducaciÃ³n,7700.00,7,Surco
2744,Apple,MacBook Air M2,Gamer,6400.00,49,Lima Este
2745,Dell,Latitude 5420,Empresarial,14800.00,19,Los Olivos
2746,Apple,MacBook Pro 14,Home,14000.00,2,San Isidro
2747,Acer,Predator Helios 300,Home,4000.00,28,Surco
2748,Asus,TUF F15,Oficina,11400.00,24,Los Olivos
2749,Acer,Predator Helios 300,DiseÃ±o,6100.00,22,San Borja
2750,Asus,TUF F15,EducaciÃ³n,8700.00,44,Los Olivos
2751,Asus,VivoBook 15,Oficina,14900.00,21,Miraflores
2752,MSI,GF63,Home,9500.00,40,Los Olivos
2753,Lenovo,Yoga Slim 7,EducaciÃ³n,14700.00,29,Lima Norte
2754,HP,EliteBook 840,Empresarial,3900.00,21,Lima Este
2755,Lenovo,ThinkPad E14,Home,9500.00,47,Lima Sur
2756,Asus,ZenBook 14,EducaciÃ³n,10100.00,9,Lima Este
2757,MSI,Modern 14,DiseÃ±o,14600.00,20,Surco
2758,Dell,XPS 13,Home,2300.00,5,San Borja
2759,HP,Victus 16,EducaciÃ³n,6600.00,36,Lima Este
2760,HP,Envy 13,EducaciÃ³n,10900.00,21,La Molina
2761,Lenovo,Legion 5,Oficina,11400.00,24,Surco
2762,Dell,G15,EducaciÃ³n,2900.00,44,Lima Sur
2763,Lenovo,Yoga Slim 7,Empresarial,10700.00,40,Lima Centro
2764,Lenovo,ThinkPad E14,Home,14400.00,31,Los Olivos
2765,Lenovo,IdeaPad 3,DiseÃ±o,9600.00,31,Lima Sur
2766,MSI,Modern 14,Gamer,13800.00,18,Surco
2767,MSI,Katana GF66,Gamer,12900.00,47,San Isidro
2768,Asus,ZenBook 14,DiseÃ±o,14200.00,19,Lima Sur
2769,Apple,MacBook Air M1,Home,3600.00,21,Lima Norte
2770,Apple,MacBook Air M1,EducaciÃ³n,6400.00,24,San Borja
2771,Lenovo,Legion 5,EducaciÃ³n,9700.00,31,Miraflores
2772,HP,Envy 13,Oficina,10500.00,24,La Molina
2773,Acer,Nitro 5,Oficina,9400.00,46,Lima Norte
2774,MSI,GF63,EducaciÃ³n,14400.00,46,La Molina
2775,HP,EliteBook 840,Oficina,2300.00,16,Lima Sur
2776,Dell,Inspiron 15,EducaciÃ³n,10700.00,28,La Molina
2777,Apple,MacBook Air M2,EducaciÃ³n,9300.00,7,Lima Sur
2778,Lenovo,IdeaPad 3,Empresarial,13900.00,42,Surco
2779,MSI,Katana GF66,Home,13000.00,17,Surco
2780,Dell,XPS 13,Gamer,6900.00,32,La Molina
2781,MSI,Katana GF66,EducaciÃ³n,9300.00,42,San Isidro
2782,Asus,ROG Strix G15,Home,13800.00,21,Surco
2783,Dell,Inspiron 15,Empresarial,10200.00,14,Lima Norte
2784,Lenovo,Legion 5,Home,2600.00,8,Lima Centro
2785,MSI,Modern 14,Home,2300.00,2,San Borja
2786,Asus,ZenBook 14,Home,5000.00,14,Lima Norte
2787,Asus,ROG Strix G15,Empresarial,12600.00,18,Lima Este
2788,Lenovo,Yoga Slim 7,Gamer,9800.00,1,Miraflores
2789,Acer,Predator Helios 300,DiseÃ±o,14400.00,33,Lima Centro
2790,Dell,XPS 13,EducaciÃ³n,9100.00,12,Surco
